BAD,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
0,5000,66435.000000,82819.000000,2.000000,0.000000,0.000000,125.130626,0.000000,14.000000,42.183539,True,False,True,False,False,False
0,9000,65019.000000,63684.000000,7.000000,0.000000,0.000000,358.066667,0.000000,7.000000,34.818262,True,False,True,False,False,False
0,16900,78455.000000,121450.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,33.742375,False,False,True,False,False,False
0,17700,71399.000000,96588.000000,7.000000,0.000000,0.000000,83.598532,0.000000,16.000000,33.626586,True,False,False,True,False,False
0,58000,39436.000000,75446.000000,2.000000,0.000000,0.000000,102.209358,0.000000,20.000000,30.164554,False,False,True,False,False,False
1,16200,23466.000000,206368.000000,9.000000,7.000000,3.000000,141.027427,10.000000,41.000000,32.368498,False,False,False,False,False,False
0,28500,49461.000000,83352.000000,21.000000,0.000000,0.000000,210.025058,0.000000,26.000000,37.301764,False,False,True,False,False,False
0,5500,71644.000000,72696.000000,4.000000,2.000000,0.000000,150.865845,0.000000,22.000000,40.442568,True,False,False,False,True,False
0,35700,238104.000000,43026.000000,3.000000,0.000000,1.000000,206.647079,3.000000,49.000000,41.276637,False,False,False,False,False,False
0,18000,55169.000000,114786.000000,2.000000,0.000000,2.000000,120.154106,0.000000,24.000000,37.547733,True,True,False,False,False,False
0,23200,96043.000000,140090.000000,21.000000,0.000000,0.000000,162.640430,0.000000,24.000000,39.205100,False,False,False,True,False,False
0,12900,56798.000000,71364.000000,1.000000,0.000000,0.000000,225.585763,0.000000,9.000000,33.021284,False,False,True,False,False,False
0,50800,44992.000000,108486.000000,6.000000,0.000000,0.000000,204.962488,2.000000,36.000000,40.771305,True,False,False,False,False,True
0,13500,71698.000000,93536.000000,6.000000,0.000000,0.000000,202.465882,2.000000,19.000000,42.814735,False,False,True,False,False,False
0,15400,110900.000000,126400.000000,16.000000,0.000000,0.000000,179.566667,1.000000,18.000000,34.818262,False,False,True,False,False,False
0,21200,85092.000000,139345.000000,9.000000,0.000000,1.000000,87.645059,3.000000,14.000000,42.138848,False,False,True,False,False,False
1,4000,41700.000000,76725.000000,0.500000,0.000000,3.000000,136.133333,0.000000,15.000000,34.818262,True,False,True,False,False,False
0,8500,65019.000000,42980.000000,7.000000,0.000000,1.000000,76.010753,0.000000,9.000000,37.659668,True,False,True,False,False,False
0,31800,34302.000000,77481.000000,10.000000,0.000000,0.000000,123.468827,1.000000,24.000000,33.634689,False,False,True,False,False,False
0,25500,113204.000000,184561.000000,17.000000,1.000000,0.000000,308.958198,1.000000,31.000000,34.357866,False,False,False,False,True,False
0,9200,52531.000000,66491.000000,11.000000,0.000000,0.000000,122.228534,1.000000,19.000000,32.657629,False,False,False,False,False,False
0,16600,55912.000000,81552.000000,6.000000,0.000000,0.000000,106.512932,0.000000,7.000000,36.763753,False,False,True,False,False,False
0,18900,44605.000000,65489.000000,15.000000,0.000000,0.000000,189.008456,0.000000,23.000000,38.571083,False,False,False,True,False,False
0,12000,41182.000000,59947.000000,23.000000,0.000000,0.000000,118.179939,0.000000,22.000000,37.131064,True,False,True,False,False,False
0,15100,140193.000000,176342.000000,11.000000,0.000000,0.000000,248.188419,0.000000,20.000000,30.080158,False,False,False,False,False,False
0,15200,77636.000000,95682.000000,10.000000,1.000000,1.000000,335.841322,1.000000,41.000000,37.982544,False,False,False,True,False,False
0,6200,171582.000000,245730.000000,7.000000,0.000000,0.000000,135.108930,0.000000,22.000000,39.783818,False,False,False,False,True,False
0,23100,42862.000000,63916.000000,5.000000,0.000000,0.000000,182.932120,1.000000,26.000000,35.583789,False,True,False,False,False,False
0,17600,29201.000000,41396.000000,19.000000,0.000000,0.000000,89.202527,1.000000,16.000000,23.934946,False,False,False,False,False,False
1,47800,47354.000000,119244.000000,7.000000,0.000000,1.000000,128.051091,0.000000,21.000000,34.818262,False,False,True,False,False,False
0,22900,59702.000000,97591.000000,16.000000,0.000000,0.000000,627.662080,0.000000,24.000000,22.118852,True,False,False,True,False,False
0,26000,75034.000000,100852.000000,10.000000,0.000000,0.000000,152.353981,0.000000,20.000000,36.356309,False,True,False,False,False,False
0,20500,64123.000000,103728.000000,8.000000,0.000000,1.000000,112.582267,1.000000,17.000000,35.846273,False,True,False,False,False,False
0,20800,46434.000000,68490.000000,6.000000,0.000000,0.000000,171.283473,2.000000,26.000000,35.999296,False,True,False,False,False,False
1,12900,94000.000000,89235.500000,8.000000,0.000000,1.000000,205.933333,0.000000,19.000000,34.818262,False,True,False,False,False,False
0,17000,73644.000000,107086.000000,0.000000,0.000000,0.000000,280.453344,2.000000,20.000000,37.771958,False,False,False,True,False,False
0,17700,107395.000000,133433.000000,6.000000,0.000000,0.000000,96.157562,0.000000,13.000000,27.592277,False,False,False,True,False,False
0,27900,142346.000000,185057.000000,9.000000,0.000000,1.000000,155.548699,0.000000,36.000000,39.397043,False,False,False,True,False,False
0,15700,58410.000000,89082.000000,29.000000,0.000000,0.000000,211.805674,0.000000,21.000000,31.058373,False,True,False,False,False,False
0,13000,6793.000000,47700.000000,4.000000,0.000000,0.000000,304.366667,0.000000,16.000000,34.818262,False,False,False,True,False,False
0,23900,70694.000000,95718.000000,11.000000,0.000000,0.000000,138.167360,0.000000,13.000000,38.561206,True,True,False,False,False,False
0,33000,138000.000000,190000.000000,22.000000,0.000000,0.000000,188.166667,1.000000,22.000000,34.818262,False,False,False,True,False,False
0,22600,41920.000000,70383.000000,5.000000,0.000000,0.000000,178.786640,1.000000,26.000000,36.098694,False,True,False,False,False,False
0,31900,104092.000000,143832.000000,15.000000,0.000000,0.000000,235.201819,1.000000,40.000000,43.691524,False,False,True,False,False,False
1,19600,109500.000000,136000.000000,12.000000,2.000000,0.000000,183.966667,3.000000,32.000000,34.818262,False,False,False,True,False,False
0,22800,65019.000000,146840.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,14.800087,False,False,True,False,False,False
0,12000,46000.000000,60200.000000,4.000000,0.000000,0.000000,176.500000,0.000000,14.000000,34.818262,False,False,True,False,False,False
0,26300,65019.000000,45913.000000,7.000000,0.000000,0.000000,92.577224,1.000000,13.000000,27.924001,False,False,True,False,False,False
0,10200,77571.000000,102732.000000,6.000000,0.000000,0.000000,100.629663,0.000000,34.000000,37.361514,True,False,False,True,False,False
0,9900,60488.000000,75507.000000,3.000000,0.000000,0.000000,239.433640,1.000000,17.000000,38.473075,True,False,True,False,False,False
0,7400,138033.000000,163162.000000,11.000000,0.000000,0.000000,224.847042,0.000000,19.000000,21.057574,True,False,False,True,False,False
0,14900,65303.000000,84590.000000,6.000000,0.000000,0.000000,121.064954,1.000000,19.000000,22.576824,False,True,False,False,False,False
1,8900,60782.000000,100000.000000,14.000000,0.000000,8.000000,129.866667,0.000000,36.000000,34.818262,True,False,False,True,False,False
0,21200,130373.000000,204384.000000,13.000000,0.000000,0.000000,197.044461,0.000000,21.000000,35.204435,True,False,False,True,False,False
1,29900,22000.000000,89235.500000,2.000000,2.000000,0.000000,81.133333,11.000000,10.000000,34.818262,False,False,True,False,False,False
0,23100,109498.000000,156191.000000,15.000000,0.000000,0.000000,186.201996,0.000000,25.000000,33.794212,False,False,False,False,False,False
0,20800,155315.000000,192038.000000,11.000000,0.000000,0.000000,114.482198,0.000000,23.000000,29.891572,False,False,False,True,False,False
0,16900,65019.000000,51549.000000,1.000000,0.000000,0.000000,75.413746,1.000000,8.000000,40.628199,False,True,False,False,False,False
0,20800,56597.000000,79582.000000,9.000000,1.000000,0.000000,67.691939,3.000000,27.000000,36.061234,False,False,False,False,False,False
0,21500,100727.000000,146904.000000,11.000000,0.000000,0.000000,153.223888,1.000000,23.000000,34.965963,True,False,False,True,False,False
0,11300,77846.000000,101984.000000,5.000000,0.000000,0.000000,112.384846,1.000000,27.000000,28.298734,True,False,False,True,False,False
0,20000,23140.000000,47548.000000,1.000000,0.000000,0.000000,322.004596,1.000000,24.000000,35.459510,False,False,True,False,False,False
0,26500,84769.000000,127773.000000,2.000000,0.000000,0.000000,190.860477,2.000000,25.000000,42.031639,False,False,True,False,False,False
0,13600,18232.000000,75898.000000,19.000000,0.000000,2.000000,399.355701,0.000000,12.000000,21.260895,False,False,False,True,False,False
0,16800,144756.000000,183810.000000,11.000000,0.000000,0.000000,243.542255,0.000000,20.000000,26.733983,False,False,False,False,False,False
1,12800,111000.000000,124500.000000,7.000000,1.000000,0.000000,203.900000,2.000000,40.000000,34.818262,False,False,False,False,True,False
0,28100,32470.000000,54522.000000,35.000000,0.000000,0.000000,295.496684,0.000000,23.000000,38.799483,False,False,True,False,False,False
0,14500,49348.000000,68000.000000,0.200000,0.000000,0.000000,178.600000,0.000000,25.000000,34.818262,False,True,False,False,False,False
1,18400,43188.000000,68876.000000,7.000000,0.000000,0.000000,199.000576,6.000000,25.000000,41.006103,False,False,True,False,False,False
0,12300,33061.000000,46277.000000,8.000000,0.000000,1.000000,154.899278,7.000000,28.000000,39.701783,False,False,True,False,False,False
0,29400,109457.000000,145453.000000,15.000000,0.000000,0.000000,222.858711,1.000000,40.000000,40.697418,False,False,True,False,False,False
0,3900,52825.000000,63000.000000,8.000000,0.000000,4.000000,171.666667,1.000000,31.000000,34.818262,False,False,False,True,False,False
0,22400,95539.000000,124566.000000,9.000000,0.000000,0.000000,140.695502,1.000000,24.000000,31.869810,True,False,False,False,False,False
0,15000,65019.000000,87360.000000,28.000000,0.000000,0.000000,323.633333,0.000000,16.000000,34.818262,False,True,False,False,False,False
0,19200,68902.000000,98737.000000,1.000000,0.000000,0.000000,166.816574,4.000000,19.000000,33.035076,False,True,False,False,False,False
0,14600,59658.000000,80384.000000,8.000000,0.000000,0.000000,173.466667,1.000000,20.000000,25.192869,False,False,True,False,False,False
1,6800,65019.000000,27410.000000,6.000000,1.000000,0.000000,2.033333,1.000000,5.000000,34.818262,True,False,False,False,False,False
0,9300,65019.000000,55350.000000,9.000000,0.000000,0.000000,308.340332,2.000000,13.000000,33.635525,True,False,True,False,False,False
0,36500,18101.000000,42320.000000,7.000000,0.000000,0.000000,49.746203,0.000000,7.000000,36.501009,False,False,False,False,False,False
1,11100,52028.000000,77316.000000,7.000000,0.000000,2.000000,194.484897,1.000000,12.000000,30.797674,True,False,True,False,False,False
0,25300,118744.000000,153552.000000,5.000000,0.000000,0.000000,307.876199,1.000000,35.000000,43.469263,False,True,False,False,False,False
0,17000,27088.000000,166437.000000,7.000000,0.000000,0.000000,306.674171,0.000000,27.000000,26.156718,True,False,False,False,False,True
0,13900,88746.000000,108160.000000,9.000000,0.000000,0.000000,234.948951,0.000000,25.000000,30.951437,True,False,False,False,False,False
1,27500,137900.000000,184000.000000,10.000000,0.000000,0.000000,173.466667,0.000000,0.000000,34.818262,False,True,False,False,False,False
0,24400,61260.000000,103842.000000,1.000000,0.000000,0.000000,179.540285,0.000000,26.000000,33.590455,False,False,False,True,False,False
0,24200,49798.000000,67458.000000,6.000000,0.000000,0.000000,68.931110,2.000000,18.000000,36.464366,False,False,True,False,False,False
0,50000,44000.000000,59000.000000,12.000000,0.000000,1.000000,102.500000,2.000000,26.000000,34.818262,False,True,False,False,False,False
0,32800,37231.000000,80347.000000,9.000000,0.000000,0.000000,113.936593,1.000000,24.000000,32.170020,False,False,True,False,False,False
1,8000,49685.000000,81020.000000,2.000000,0.000000,3.000000,129.362466,0.000000,15.000000,47.000975,True,False,True,False,False,False
0,25700,32039.000000,54499.000000,15.000000,0.000000,0.000000,114.807412,2.000000,24.000000,31.142957,False,False,True,False,False,False
0,13200,155478.000000,183646.000000,5.000000,0.000000,0.000000,196.241371,1.000000,55.000000,35.602875,True,True,False,False,False,False
0,45000,65019.000000,76673.000000,11.000000,0.000000,0.000000,297.300000,0.000000,13.000000,34.818262,True,True,False,False,False,False
0,17100,91502.000000,113251.000000,18.000000,0.000000,0.000000,289.954401,0.000000,16.000000,24.458321,False,False,True,False,False,False
0,24700,53925.000000,83056.000000,4.000000,0.000000,0.000000,251.188393,2.000000,25.000000,34.889242,False,False,False,False,False,False
0,12200,57112.000000,76050.000000,1.000000,0.000000,0.000000,235.229269,0.000000,9.000000,35.113185,False,False,True,False,False,False
0,14300,67018.000000,81805.000000,1.000000,0.000000,0.000000,253.592451,3.000000,25.000000,30.686219,False,False,True,False,False,False
0,21800,80092.000000,98561.000000,5.000000,0.000000,0.000000,73.317930,7.000000,24.000000,37.138284,False,False,False,False,False,False
1,9500,36114.000000,45654.000000,0.000000,0.000000,0.000000,83.333292,0.000000,9.000000,25.343478,False,True,False,False,False,False
1,11000,63975.000000,235000.000000,4.000000,5.000000,0.000000,123.766667,1.000000,17.000000,34.818262,True,False,False,True,False,False
0,10000,41949.000000,51684.000000,15.000000,0.000000,0.000000,84.123451,0.000000,12.000000,31.267319,False,False,True,False,False,False
0,17500,17889.000000,94453.000000,19.000000,0.000000,0.000000,244.356227,2.000000,41.000000,35.744771,False,False,True,False,False,False
0,13700,89345.000000,105590.000000,6.000000,0.000000,0.000000,201.042402,2.000000,37.000000,43.471677,False,False,False,True,False,False
0,20800,51562.000000,99997.000000,1.000000,0.000000,4.000000,168.314577,0.000000,47.000000,35.231393,False,True,False,False,False,False
0,12600,37699.000000,59874.000000,22.000000,0.000000,0.000000,114.235952,0.000000,23.000000,38.682676,True,False,True,False,False,False
0,25500,26603.000000,64347.000000,1.000000,0.000000,0.000000,117.432365,1.000000,6.000000,39.257912,False,True,False,False,False,False
0,27600,65019.000000,117581.000000,10.000000,0.000000,0.000000,165.005839,0.000000,27.000000,34.998728,False,False,False,False,False,False
1,11600,44623.000000,89235.500000,13.000000,6.000000,2.000000,178.093222,0.000000,29.000000,21.334652,True,False,False,True,False,False
1,39500,65019.000000,50000.000000,7.000000,0.000000,0.000000,51.766667,0.000000,14.000000,34.818262,False,False,True,False,False,False
0,18500,10934.000000,66367.000000,1.000000,0.000000,0.000000,326.567328,0.000000,5.000000,38.151671,False,False,False,False,True,False
0,43000,18388.000000,64896.000000,20.000000,0.000000,0.000000,207.066463,0.000000,31.000000,40.777877,False,False,True,False,False,False
1,15000,40772.000000,62025.000000,7.000000,0.000000,1.000000,120.600000,2.000000,19.000000,34.818262,True,False,True,False,False,False
1,5500,65019.000000,13770.000000,5.000000,0.000000,1.000000,167.366667,1.000000,8.000000,34.818262,True,False,False,False,False,False
0,17000,70039.000000,100993.000000,7.000000,0.000000,0.000000,261.911317,1.000000,11.000000,36.564330,True,False,False,True,False,False
1,11700,69100.000000,85000.000000,3.800000,3.000000,0.000000,80.100000,0.000000,22.000000,34.818262,False,False,False,False,False,False
1,5000,100882.000000,102700.000000,5.000000,0.000000,1.000000,58.866667,0.000000,16.000000,34.818262,True,False,False,False,False,False
1,13300,25698.000000,58760.000000,15.000000,0.000000,0.000000,147.910982,1.000000,10.000000,30.962077,True,False,False,False,False,True
0,10300,54925.000000,84078.000000,2.000000,0.000000,1.000000,189.695273,0.000000,13.000000,29.133697,True,False,True,False,False,False
0,17400,45861.000000,61256.000000,7.000000,0.000000,0.000000,132.019227,3.000000,48.000000,30.186567,False,False,True,False,False,False
1,50500,70318.000000,172288.000000,0.000000,0.000000,1.000000,106.201099,1.000000,13.000000,25.845264,True,False,True,False,False,False
0,9700,29094.000000,51990.000000,30.000000,0.000000,0.000000,246.195239,0.000000,19.000000,20.743365,False,False,True,False,False,False
1,25900,58000.000000,95000.000000,3.000000,0.000000,1.000000,34.666667,6.000000,28.000000,34.818262,False,False,False,False,False,True
0,17100,27842.000000,74459.000000,7.000000,0.000000,0.000000,248.718780,0.000000,49.000000,44.552154,True,False,True,False,False,False
0,11300,124205.000000,196124.000000,0.000000,0.000000,1.000000,332.723390,0.000000,15.000000,40.120168,True,True,False,False,False,False
0,15300,88251.000000,103063.000000,18.000000,0.000000,0.000000,127.566188,3.000000,23.000000,28.171777,True,False,True,False,False,False
0,7000,74795.000000,99149.000000,1.000000,0.000000,1.000000,175.571443,0.000000,32.000000,34.449665,True,False,True,False,False,False
0,13400,65662.000000,92050.000000,2.000000,0.000000,0.000000,20.759215,1.000000,3.000000,42.009390,False,False,True,False,False,False
0,18200,49653.000000,159076.000000,20.000000,0.000000,0.000000,231.549723,0.000000,27.000000,20.415932,False,False,False,True,False,False
0,20700,110307.000000,140902.000000,13.000000,0.000000,1.000000,243.323916,0.000000,24.000000,41.336740,False,True,False,False,False,False
0,9200,46707.000000,60000.000000,4.000000,0.000000,0.000000,192.800000,2.000000,17.000000,34.818262,False,False,False,False,False,False
0,14800,43983.000000,60826.000000,4.000000,1.000000,1.000000,113.897967,1.000000,9.000000,27.108082,False,False,True,False,False,False
1,3000,47000.000000,82700.000000,10.000000,0.000000,1.000000,262.166667,5.000000,26.000000,34.818262,True,False,False,True,False,False
0,14300,65019.000000,29115.000000,14.000000,0.000000,0.000000,82.066405,2.000000,7.000000,32.769786,False,False,True,False,False,False
0,24300,21660.000000,48475.000000,26.000000,0.000000,0.000000,102.782836,0.000000,10.000000,23.247958,False,False,True,False,False,False
0,12000,102109.000000,121229.000000,2.000000,0.000000,0.000000,104.482591,0.000000,25.000000,34.767289,False,False,True,False,False,False
0,15600,92789.000000,123455.000000,13.000000,0.000000,0.000000,176.734932,0.000000,26.000000,36.544273,False,False,True,False,False,False
0,15100,65019.000000,32289.000000,13.000000,0.000000,0.000000,81.954055,1.000000,9.000000,33.534708,False,False,True,False,False,False
1,16800,44983.000000,65000.000000,4.000000,2.000000,1.000000,77.033333,6.000000,43.000000,34.818262,False,False,False,False,True,False
0,24000,17575.000000,50375.000000,23.000000,0.000000,0.000000,135.764051,0.000000,11.000000,22.981005,False,False,True,False,False,False
0,25100,28244.000000,48375.000000,28.000000,0.000000,0.000000,303.095084,1.000000,13.000000,31.688818,False,False,True,False,False,False
0,24500,65019.000000,149489.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,15.443486,False,False,True,False,False,False
0,11000,63314.000000,69285.000000,15.000000,0.000000,0.000000,244.017775,3.000000,32.000000,36.542570,False,False,False,True,False,False
1,19000,46300.000000,72000.000000,5.000000,1.000000,1.000000,215.033333,6.000000,24.000000,34.818262,False,False,False,True,False,False
0,23200,62811.000000,99320.000000,3.000000,0.000000,0.000000,166.861099,1.000000,21.000000,36.071272,False,True,False,False,False,False
0,32800,189564.000000,296728.000000,27.000000,0.000000,0.000000,155.536897,0.000000,23.000000,38.053317,False,False,True,False,False,False
0,19200,73339.000000,95426.000000,1.000000,0.000000,0.000000,169.979750,4.000000,19.000000,33.299296,False,True,False,False,False,False
1,21000,52411.000000,90031.000000,5.000000,2.000000,1.000000,90.425475,3.000000,24.000000,41.966249,False,False,False,True,False,False
0,22200,45148.000000,85341.000000,24.000000,0.000000,0.000000,275.601041,1.000000,7.000000,23.461609,True,False,True,False,False,False
0,26300,25530.000000,79885.000000,7.000000,1.000000,1.000000,105.638789,2.000000,26.000000,29.928637,False,False,True,False,False,False
0,27000,50375.000000,70656.000000,8.000000,0.000000,0.000000,125.716041,1.000000,20.000000,43.133845,False,False,True,False,False,False
0,6700,66587.000000,70710.000000,9.000000,1.000000,0.000000,43.923383,1.000000,24.000000,39.738576,False,False,False,True,False,False
0,10100,55738.000000,73266.000000,5.000000,0.000000,0.000000,85.635235,1.000000,14.000000,24.534325,False,True,False,False,False,False
0,32500,193409.000000,297294.000000,30.000000,0.000000,0.000000,150.799854,0.000000,22.000000,40.592780,False,False,True,False,False,False
1,15000,18500.000000,19000.000000,2.000000,0.000000,1.000000,20.166667,0.000000,2.000000,34.818262,False,False,True,False,False,False
1,2400,18000.000000,89235.500000,22.000000,0.000000,2.000000,121.733333,0.000000,10.000000,34.818262,True,False,False,False,False,False
0,9800,81199.000000,206201.000000,12.000000,0.000000,0.000000,2.820786,1.000000,7.000000,21.283868,True,False,False,False,False,True
0,16100,51041.000000,72749.000000,8.000000,0.000000,0.000000,90.325951,2.000000,15.000000,43.897730,False,False,True,False,False,False
0,20800,29503.000000,54923.000000,7.000000,0.000000,0.000000,215.480714,0.000000,12.000000,38.732132,False,False,True,False,False,False
1,5000,63125.000000,126500.000000,3.000000,0.000000,0.000000,100.300000,0.000000,14.000000,34.818262,True,True,False,False,False,False
0,8200,66254.000000,74994.000000,7.000000,0.000000,0.000000,60.384863,1.000000,24.000000,39.726105,False,False,False,True,False,False
0,26900,57414.000000,92916.000000,0.000000,0.000000,0.000000,70.281906,0.000000,22.000000,34.396302,False,True,False,False,False,False
0,9300,65019.000000,45906.000000,7.000000,0.000000,0.000000,92.821714,1.000000,9.000000,36.141276,True,False,True,False,False,False
0,15900,94108.000000,113888.000000,2.000000,0.000000,0.000000,140.510054,0.000000,21.000000,36.318788,True,True,False,False,False,False
0,14000,46541.000000,64338.000000,0.000000,0.000000,0.000000,204.409443,1.000000,12.000000,28.364799,False,False,True,False,False,False
0,20200,88020.000000,139200.000000,10.000000,0.000000,0.000000,99.046402,3.000000,15.000000,39.916957,False,False,True,False,False,False
0,10900,57494.000000,66704.000000,6.000000,0.000000,0.000000,115.312749,1.000000,24.000000,39.510986,False,False,False,False,False,False
1,30900,106717.000000,89235.500000,4.000000,2.000000,4.000000,172.432355,0.000000,13.000000,47.795906,False,False,False,False,False,False
0,26900,69446.000000,104590.000000,11.000000,0.000000,0.000000,287.275992,1.000000,32.000000,41.499060,False,False,False,True,False,False
0,25900,56784.000000,91401.000000,2.000000,0.000000,1.000000,90.163697,0.000000,23.000000,34.098932,False,True,False,False,False,False
0,16900,66812.000000,90973.000000,9.000000,0.000000,0.000000,108.005526,0.000000,10.000000,37.469018,True,True,False,False,False,False
1,25000,132000.000000,165000.000000,10.000000,0.000000,0.000000,196.833333,1.000000,29.000000,34.818262,False,False,False,True,False,False
0,15300,65019.000000,92320.000000,28.000000,0.000000,0.000000,325.998449,0.000000,15.000000,15.335560,False,True,False,False,False,False
1,18200,67809.000000,89339.000000,0.000000,3.000000,0.000000,102.460986,2.000000,19.000000,38.345341,False,False,False,False,True,False
0,8700,77930.000000,80164.000000,20.000000,0.000000,0.000000,350.528410,1.000000,47.000000,29.662360,True,False,True,False,False,False
0,19400,39334.000000,103578.000000,6.000000,0.000000,0.000000,127.530516,0.000000,15.000000,31.367627,True,False,True,False,False,False
0,12000,30777.000000,43157.000000,8.000000,0.000000,0.000000,151.699431,7.000000,28.000000,38.177743,False,False,True,False,False,False
0,8000,82547.000000,105361.000000,24.000000,0.000000,0.000000,52.593264,2.000000,13.000000,32.160923,False,False,False,True,False,False
1,23000,32000.000000,55000.000000,0.400000,0.000000,0.000000,211.033333,0.000000,23.000000,34.818262,False,False,True,False,False,False
0,25600,241570.000000,264772.000000,4.000000,1.000000,0.000000,260.741989,2.000000,50.000000,37.379975,True,False,False,False,False,True
0,23800,45279.000000,68939.000000,6.000000,0.000000,0.000000,77.228822,1.000000,19.000000,35.521487,False,False,True,False,False,False
0,13000,44875.000000,57713.000000,0.000000,1.000000,0.000000,184.990324,1.000000,12.000000,28.602076,False,False,True,False,False,False
0,7100,65019.000000,74753.000000,2.000000,0.000000,0.000000,48.854645,0.000000,4.000000,41.302547,True,True,False,False,False,False
0,10700,55341.000000,78062.000000,3.000000,0.000000,1.000000,192.596855,0.000000,12.000000,28.828649,True,False,True,False,False,False
0,10300,82889.000000,97189.000000,2.000000,0.000000,0.000000,82.507446,2.000000,24.000000,39.536987,False,False,False,False,False,False
1,15000,63000.000000,100050.000000,7.000000,1.000000,0.000000,135.300000,1.000000,20.000000,34.818262,False,False,True,False,False,False
0,18900,154563.000000,198790.000000,7.000000,0.000000,0.000000,173.466667,1.000000,15.000000,29.472614,False,False,True,False,False,False
0,5800,65019.000000,41119.000000,2.000000,0.000000,0.000000,261.405219,0.000000,26.000000,42.191942,True,False,True,False,False,False
0,10500,64295.000000,73594.000000,19.000000,0.000000,0.000000,157.246550,0.000000,11.000000,33.556312,False,False,True,False,False,False
1,2000,45000.000000,55000.000000,3.000000,0.000000,0.000000,86.066667,2.000000,25.000000,34.818262,True,False,True,False,False,False
1,15000,106239.000000,135942.000000,19.500000,0.000000,1.000000,9.100000,2.000000,24.000000,34.818262,False,False,False,True,False,False
0,31300,188655.000000,298090.000000,28.000000,0.000000,0.000000,153.086855,0.000000,22.000000,40.296771,False,False,True,False,False,False
0,15000,27954.000000,79333.000000,7.000000,0.000000,0.000000,256.003805,1.000000,49.000000,42.581949,True,False,True,False,False,False
0,42100,21137.000000,65676.000000,21.000000,0.000000,0.000000,194.346324,1.000000,31.000000,43.205911,False,False,True,False,False,False
0,24700,23231.000000,54024.000000,24.000000,0.000000,0.000000,118.154092,0.000000,11.000000,23.265225,False,False,True,False,False,False
0,15200,40341.000000,58834.000000,7.000000,0.000000,0.000000,100.014455,0.000000,15.000000,41.102677,False,False,True,False,False,False
0,16500,126872.000000,167611.000000,5.000000,0.000000,0.000000,136.122435,1.000000,21.000000,26.404528,False,True,False,False,False,False
0,8400,62583.000000,77481.000000,6.000000,0.000000,0.000000,98.672705,2.000000,15.000000,26.308380,False,True,False,False,False,False
0,16900,30856.000000,56961.000000,11.000000,0.000000,0.000000,116.817707,1.000000,10.000000,20.344582,True,False,True,False,False,False
1,36500,84978.000000,125000.000000,10.000000,0.000000,1.000000,213.066667,0.000000,64.000000,34.818262,False,False,False,False,False,True
1,50100,256431.000000,89235.500000,0.000000,0.000000,4.000000,142.343205,2.000000,25.000000,3.342570,False,False,True,False,False,False
0,30100,138322.000000,186139.000000,2.000000,0.000000,0.000000,215.750868,2.000000,19.000000,39.189142,False,False,False,True,False,False
0,47500,95847.000000,152789.000000,16.000000,0.000000,0.000000,230.067277,8.000000,18.000000,38.959253,False,False,True,False,False,False
0,23000,65019.000000,49906.000000,7.000000,0.000000,0.000000,96.756969,1.000000,13.000000,27.441242,False,False,True,False,False,False
0,9400,61185.000000,65302.000000,1.000000,0.000000,2.000000,117.171004,2.000000,18.000000,35.611944,False,False,True,False,False,False
0,38200,92227.000000,143087.000000,13.000000,0.000000,0.000000,61.178335,1.000000,36.000000,40.329542,False,False,True,False,False,False
0,16600,77380.000000,123638.000000,7.000000,0.000000,0.000000,173.466667,1.000000,20.000000,34.118615,False,False,True,False,False,False
0,15700,46423.000000,72198.000000,0.000000,0.000000,2.000000,267.438855,1.000000,10.000000,36.529320,False,False,True,False,False,False
0,14800,65019.000000,43475.000000,7.000000,0.000000,0.000000,339.700000,1.000000,17.000000,34.818262,False,False,True,False,False,False
0,30500,10952.000000,65166.000000,0.000000,0.000000,0.000000,91.951604,1.000000,6.000000,37.692624,False,False,True,False,False,False
0,20200,41479.000000,70102.000000,5.000000,0.000000,0.000000,172.911715,2.000000,26.000000,33.834671,False,True,False,False,False,False
0,27300,65019.000000,37531.000000,22.000000,0.000000,0.000000,82.660269,2.000000,14.000000,29.609848,True,False,True,False,False,False
0,16100,68905.000000,91572.000000,3.000000,0.000000,0.000000,165.457125,0.000000,25.000000,24.920120,False,True,False,False,False,False
0,25900,108319.000000,135884.000000,8.000000,1.000000,0.000000,188.375802,5.000000,18.000000,40.504855,False,False,False,False,False,False
0,16400,47428.000000,76483.000000,4.000000,0.000000,0.000000,232.315545,3.000000,31.000000,33.106836,False,False,False,True,False,False
0,27900,55859.000000,92179.000000,0.000000,0.000000,1.000000,94.932544,0.000000,23.000000,33.097899,False,True,False,False,False,False
0,15300,65298.000000,94301.000000,1.000000,0.000000,0.000000,150.499868,4.000000,19.000000,31.357642,False,True,False,False,False,False
1,15000,71269.000000,97500.000000,9.000000,0.000000,0.000000,118.166667,1.000000,19.000000,34.818262,False,False,True,False,False,False
0,15700,80200.000000,88545.000000,21.000000,0.000000,0.000000,242.600388,10.000000,24.000000,36.297033,False,False,False,False,False,False
